hhid;vilid;distid;stateid;gender;male_adult;female_adult;male_child;female_child;age;educ;esw_hear;esw_use;esw_plan;zt_hear;zt_use;zt_plan;plot_area_num;wheat_number;wheat_value;cost_nonlab;cost_lab;water;fuel;lighting;income;income_agric
2114 18;2114;Amritsar;Punjab;Male;1;1;1;1;36;No formal education;2;;;2;;;2;40;80000;20000;5000;Borewell in residence yard;Electricity;Solar;70000;0
2115 1;2115;Amritsar;Punjab;Male;3;2;0;0;55;Some secondary education;1;2;Don't know yet;1;1;Don't know yet;3;100;197000;50000;25000;Borewell in residence yard;LPG;Solar;394000;0
2115 2;2115;Amritsar;Punjab;Male;2;3;0;0;44;Completed university degree;2;;;1;2;Don't know yet;6;132;200000;30000;20000;Pipeline inside own house;LPG;Solar;250000;0
2115 3;2115;Amritsar;Punjab;Male;1;1;0;0;25;Completed secondary education;2;;;2;;;2;44;40000;10000;10000;Borewell in residence yard;LPG;Solar;120000;0
2115 5;2115;Amritsar;Punjab;Male;3;3;0;0;45;Completed secondary education;2;;;1;2;Don't know yet;25;500;1000000;37500;20000;Pipeline inside own house;LPG;Solar;5475000;20
2115 6;2115;Amritsar;Punjab;Male;3;1;0;0;55;Some primary education;2;;;1;2;;5;100;197000;60000;25000;Borewell in residence yard;LPG;Solar;90000;0
2115 7;2115;Amritsar;Punjab;Male;6;4;3;2;38;Completed secondary education;2;;;2;;;15;225;443250;150000;0;Borewell in residence yard;LPG;Solar;800000;0
2115 8;2115;Amritsar;Punjab;Male;2;1;1;3;44;Completed primary education;2;;;1;2;Yes;3;60;118000;30000;0;Pipeline inside own house;LPG;Solar;236400;0
2115 9;2115;Amritsar;Punjab;Male;2;1;0;0;49;Some primary education;2;;;1;1;Yes;4,5;85;167450;48000;0;Borewell in residence yard;Biogas;Solar;220000;0
2115 10;2115;Amritsar;Punjab;Male;1;3;0;0;50;;2;;;1;2;Don't know yet;3;4500;85000;15000;21000;Pipeline inside own house;LPG;Solar;200000;0
2115 11;2115;Amritsar;Punjab;Male;1;1;1;1;45;Completed secondary education;2;;;2;;;11;220;433400;110000;0;Borewell in residence yard;Biogas;Solar;800000;0
2116 1;2116;Amritsar;Punjab;Male;2;2;1;0;22;Some university education;1;1;Yes;2;;;2,5;26;78000;25000;7500;Own well - sealed with pump/ handpump;Biogas;Solar;750000;85
2116 2;2116;Amritsar;Punjab;Male;2;2;1;1;60;Some secondary education;2;;;1;1;Yes;1;20;39500;10000;2000;Borewell in residence yard;LPG;Solar;128000;0,022900763
2116 3;2116;Amritsar;Punjab;Male;0;0;0;0;70;Completed primary education;2;;;1;1;Yes;2;36;73800;28000;9000;Borewell in residence yard;LPG;Solar;;0
2116 4;2116;Amritsar;Punjab;Male;2;2;1;1;26;Completed secondary education;2;;;1;1;No;2;40;79000;18000;4000;Borewell in residence yard;LPG;Solar;180000;0,01369863
2116 5;2116;Amritsar;Punjab;Male;0;0;0;0;45;Completed secondary education;2;;;1;1;Yes;2;44;86900;30000;5000;Borewell in residence yard;LPG;Solar;;0
2116 6;2116;Amritsar;Punjab;Male;0;0;0;0;70;Completed primary education;2;;;1;1;Yes;15;22;660000;350000;50000;Borewell in residence yard;LPG;Solar;;0
2116 7;2116;Amritsar;Punjab;Male;3;2;2;1;55;Completed university degree;2;;;1;2;Don't know yet;3;66;130350;9000;15000;Borewell in residence yard;LPG;Solar;730350;0
2116 8;2116;Amritsar;Punjab;Male;0;0;0;0;62;Some primary education;2;;;1;2;;6;60;120000;60000;25000;Borewell in residence yard;LPG;Solar;;0
2116 9;2116;Amritsar;Punjab;Male;4;2;2;1;58;Some secondary education;2;;;1;1;Don't know yet;3;57;112575;13000;10000;Borewell in residence yard;LPG;Solar;312575;0
2116 10;2116;Amritsar;Punjab;Male;3;2;0;0;27;Completed secondary education;2;;;1;1;Don't know yet;3;66;130350;15000;8000;Borewell in residence yard;LPG;Solar;530350;0
2116 11;2116;Amritsar;Punjab;Male;4;3;2;1;48;Completed secondary education;2;;;1;1;Don't know yet;5;95;187625;25000;10000;Borewell in residence yard;LPG;Solar;1814375;0
2116 12;2116;Amritsar;Punjab;Male;5;3;1;1;35;Completed secondary education;2;;;1;1;Yes;2;46;170850;18000;5000;Borewell in residence yard;LPG;Solar;200000;0,130434783
2116 13;2116;Amritsar;Punjab;Male;0;0;0;0;59;Completed primary education;2;;;1;1;Yes;7;154;315700;45000;5000;Borewell in residence yard;LPG;Solar;;0
2116 14;2116;Amritsar;Punjab;Male;2;2;2;1;55;Some secondary education;2;;;1;1;No;1;20;38000;7000;2000;Company-supplied branded water;LPG;Solar;97000;0,02020202
2116 15;2116;Amritsar;Punjab;Male;2;2;0;0;50;Completed secondary education;2;;;1;1;No;4;150000;150000;38000;5000;Borewell in residence yard;LPG;Solar;324000;0,004608295
2117 1;2117;Amritsar;Punjab;Male;7;3;2;1;72;No formal education;1;1;Don't know yet;1;1;Don't know yet;7;140;280000;4000;4000;Borewell in residence yard;LPG;Solar;430000;0
2117 2;2117;Amritsar;Punjab;Male;2;2;1;0;66;No formal education;1;1;Yes;1;1;Yes;6;108;216000;60000;3000;Borewell in residence yard;LPG;Solar;500000;0
2117 3;2117;Amritsar;Punjab;Male;2;2;1;1;62;Completed secondary education;1;1;Yes;1;1;Yes;6;108;216000;60000;3000;Borewell in residence yard;LPG;Solar;500000;0
2117 4;2117;Amritsar;Punjab;Male;2;1;0;0;19;Completed secondary education;2;;;1;2;No;13;247;487825;15000;2600;Borewell in residence yard;LPG;Solar;450000;0
2117 5;2117;Amritsar;Punjab;Male;5;2;1;1;55;Some primary education;2;;;1;1;Yes;6;108;1689660;42000;10000;Borewell in residence yard;LPG;Solar;450000;0
2118 1;2118;Amritsar;Punjab;Male;3;2;1;1;70;Some primary education;2;;;1;2;No;2;60;100000;0;0;Borewell in residence yard;Electricity;Solar;200000;0
2118 2;2118;Amritsar;Punjab;Male;0;0;0;0;70;Some primary education;2;;;1;1;Don't know yet;4;80;158000;32000;12000;Borewell in residence yard;LPG;Solar;;0
2118 3;2118;Amritsar;Punjab;Male;3;3;0;0;70;No formal education;2;;;2;;;4;80;130000;0;0;Borewell in residence yard;Electricity;Solar;350000;0
2118 4;2118;Amritsar;Punjab;Male;0;0;0;0;55;Some primary education;2;;;1;1;Don't know yet;8;144;280000;64000;16000;Borewell in residence yard;LPG;Solar;;0
2118 5;2118;Amritsar;Punjab;Male;2;1;0;1;50;Completed primary education;2;;;1;1;Don't know yet;2;44;88000;3000;2000;Borewell in residence yard;LPG;Solar;206200;0
2118 6;2118;Amritsar;Punjab;Male;3;2;1;0;48;Completed secondary education;2;;;1;1;Don't know yet;10;220;440000;25000;20000;Borewell in residence yard;LPG;Solar;640800;0
2118 7;2118;Amritsar;Punjab;Male;0;0;0;0;40;Completed primary education;2;;;1;1;Don't know yet;1;20;39440;8000;2500;Borewell in residence yard;LPG;Solar;;0
2118 8;2118;Amritsar;Punjab;Male;3;2;0;0;47;No formal education;2;;;1;2;No;2,400000095;48;90000;0;0;Borewell in residence yard;Electricity;Solar;200000;0
2118 9;2118;Amritsar;Punjab;Male;4;2;0;0;56;Completed primary education;2;;;1;1;Don't know yet;8;176;352000;24000;12000;Borewell in residence yard;LPG;Solar;827200;0
2118 10;2118;Amritsar;Punjab;Male;3;1;1;1;55;Some secondary education;2;;;1;1;Don't know yet;6;132;265980;18000;12000;Borewell in residence yard;LPG;Solar;622380;0
2118 11;2118;Amritsar;Punjab;Male;2;2;0;0;70;Completed primary education;2;;;1;2;No;2;38;76000;13000;5000;Borewell in residence yard;LPG;Solar;180000;0
2118 12;2118;Amritsar;Punjab;Male;2;2;1;1;32;Some secondary education;2;;;1;2;No;5;90;180000;34000;5000;Borewell in residence yard;LPG;Solar;500000;0,029126214
2118 13;2118;Amritsar;Punjab;Male;3;3;0;0;32;Some secondary education;2;;;2;;;5;72;300000;0;0;Borewell in residence yard;Electricity;Solar;;0
2118 14;2118;Amritsar;Punjab;Male;0;0;0;0;45;Some secondary education;2;;;1;1;No;3;62;123380;15000;3000;Borewell in residence yard;LPG;Solar;1400000;0
2118 15;2118;Amritsar;Punjab;Male;0;0;0;0;43;Some primary education;2;;;1;1;Yes;6;126;248850;80000;2000;Borewell in residence yard;LPG;Solar;;0
2118 16;2118;Amritsar;Punjab;Male;2;2;1;1;42;Completed primary education;2;;;1;1;No;1;19;38000;7000;1000;Borewell in residence yard;LPG;Solar;90800;0
2118 17;2118;Amritsar;Punjab;Male;0;0;0;0;35;Completed secondary education;2;;;1;1;No;7;156;329900;60000;15000;Borewell in residence yard;LPG;Solar;680000;0,018759019
2118 18;2118;Amritsar;Punjab;Male;0;0;0;0;35;Completed secondary education;2;;;1;1;Yes;5;85;171275;45000;2000;Borewell in residence yard;LPG;Solar;468275;0
2118 19;2118;Amritsar;Punjab;Male;2;1;2;1;54;Completed primary education;2;;;2;;;3;66;132000;7500;3900;Borewell in residence yard;LPG;Solar;310200;0
2118 20;2118;Amritsar;Punjab;Male;1;2;0;1;40;No formal education;2;;;1;2;No;6;108;199000;0;0;Borewell in residence yard;Electricity;Solar;300000;0
2119 1;2119;Amritsar;Punjab;Male;1;1;1;1;45;Completed primary education;2;;;2;;;1;19;22165;5000;5000;Borewell in residence yard;LPG;Solar;40000;0
2119 2;2119;Amritsar;Punjab;Male;0;0;0;0;32;Completed primary education;2;;;1;1;Yes;15;315;622125;120000;100000;Borewell in residence yard;LPG;Solar;1200000;0
2119 3;2119;Amritsar;Punjab;Male;4;3;2;0;34;Completed secondary education;2;;;1;1;Don't know yet;13;286;564850;78000;39000;Borewell in residence yard;LPG;Solar;1337050;0
2119 4;2119;Amritsar;Punjab;Male;4;3;0;0;58;Completed primary education;2;;;1;1;Yes;7;140;278600;50000;30000;Borewell in residence yard;LPG;Solar;578600;0
2119 5;2119;Amritsar;Punjab;Male;3;1;0;1;63;Some secondary education;2;;;2;;;2;38;76950;20000;5000;Borewell in residence yard;LPG;Solar;150000;50
2119 6;2119;Amritsar;Punjab;Male;4;2;2;1;23;Completed secondary education;2;;;1;1;Don't know yet;3;60;118500;15000;8000;Borewell in residence yard;LPG;Solar;328200;0
2119 7;2119;Amritsar;Punjab;Male;0;0;0;0;60;Completed primary education;2;;;1;1;Yes;2;40;36000;10000;15000;Borewell in residence yard;LPG;Solar;;0
2119 8;2119;Amritsar;Punjab;Male;4;2;1;0;53;Some secondary education;2;;;2;;;13;234;562320;195000;520000;Borewell in residence yard;LPG;Solar;;0
2119 9;2119;Amritsar;Punjab;Male;0;0;0;0;50;Completed primary education;2;;;1;1;Yes;5;100;199000;35000;8000;Borewell in residence yard;LPG;Solar;449000;0
2119 10;2119;Amritsar;Punjab;Male;0;0;0;0;60;No formal education;2;;;1;1;Yes;2;54;106650;0;6000;Borewell in residence yard;LPG;Solar;500000;0
2119 11;2119;Amritsar;Punjab;Male;2;2;0;1;50;Some primary education;2;;;1;1;Yes;15;300;597000;100000;90000;Borewell in residence yard;LPG;Solar;100000;0
2119 12;2119;Amritsar;Punjab;Male;1;1;1;1;40;Completed primary education;2;;;1;1;Yes;7;140;278600;45000;8000;Borewell in residence yard;LPG;Solar;800000;0
2119 13;2119;Amritsar;Punjab;Male;0;0;0;0;40;Completed primary education;2;;;1;1;Yes;6;120;237000;30000;10000;Borewell in residence yard;LPG;Solar;546000;0
2119 14;2119;Amritsar;Punjab;Male;0;0;0;0;40;Completed primary education;2;;;1;1;Yes;4;60;116580;40000;10000;Borewell in residence yard;LPG;Solar;;0
2119 15;2119;Amritsar;Punjab;Male;0;0;0;0;72;Some primary education;2;;;1;1;Don't know yet;2;22;44330;6000;3000;Borewell in residence yard;LPG;Solar;;0
2119 16;2119;Amritsar;Punjab;Male;0;0;0;0;28;Completed secondary education;2;;;1;1;Yes;5;90;177750;30000;15000;Borewell in residence yard;LPG;Solar;;0
2119 17;2119;Amritsar;Punjab;Male;2;2;1;1;60;Some secondary education;2;;;1;1;Yes;3;60;124000;36000;20000;Borewell in residence yard;LPG;Solar;300000;25
2119 18;2119;Amritsar;Punjab;Male;0;0;0;0;45;No formal education;2;;;1;1;Don't know yet;1;20;42000;6000;2000;Borewell in residence yard;LPG;Solar;;0
2119 19;2119;Amritsar;Punjab;Male;4;2;2;1;37;Some secondary education;2;;;1;1;Don't know yet;6;110;217250;20000;15000;Borewell in residence yard;LPG;Solar;514250;0
2119 20;2119;Amritsar;Punjab;Male;1;1;0;0;63;Completed primary education;2;;;1;1;Yes;5;104;202800;50000;20000;Borewell in residence yard;LPG;Solar;100000;0
2119 21;2119;Amritsar;Punjab;Male;1;1;0;0;56;Some secondary education;2;;;1;1;Yes;25;550;1089000;312500;125000;Borewell in residence yard;LPG;Electricity;;50
2119 22;2119;Amritsar;Punjab;Male;3;2;1;1;34;Completed secondary education;2;;;1;2;Don't know yet;6;120;237000;24000;12000;Borewell in residence yard;LPG;Solar;626400;0
2120 1;2120;Amritsar;Punjab;Male;2;2;0;0;46;Completed secondary education;2;;;1;1;Don't know yet;8;160;329600;75000;54000;Borewell in residence yard;LPG;Solar;550000;0
2120 2;2120;Amritsar;Punjab;Male;3;3;2;2;32;Completed primary education;2;;;2;;;3;57;113000;30000;0;Borewell in residence yard;LPG;Solar;400000;0
2120 3;2120;Amritsar;Punjab;Male;1;2;0;0;30;Completed secondary education;2;;;1;1;Don't know yet;8;144;281475;870000;30000;Borewell in residence yard;Biogas;Solar;;0
2120 4;2120;Amritsar;Punjab;Male;1;1;0;0;21;No formal education;2;;;1;2;Don't know yet;4;80;157000;30000;10000;Borewell in residence yard;LPG;Solar;300000;0
2120 5;2120;Amritsar;Punjab;Male;3;3;0;0;56;Some secondary education;2;;;2;;;5;100;1920000;70000;40000;Borewell in residence yard;LPG;Solar;450000;0
2120 6;2120;Amritsar;Punjab;Male;2;2;0;0;44;Completed secondary education;2;;;1;1;Don't know yet;8;160;329600;75000;55000;Borewell in residence yard;LPG;Solar;500000;0
2120 7;2120;Amritsar;Punjab;Male;1;1;1;0;40;Completed secondary education;2;;;1;1;No;8;144;289100;72800;30000;Borewell in residence yard;LPG;Solar;;0
2120 8;2120;Amritsar;Punjab;Male;1;1;0;0;60;Some secondary education;2;;;2;;;7,5;126;2065;63700;28000;Borewell in residence yard;LPG;Solar;;0
2120 9;2120;Amritsar;Punjab;Male;2;1;0;0;50;Some primary education;2;;;1;2;Don't know yet;5;100;197000;50000;0;Borewell in residence yard;Wood;Solar;400000;0
2120 10;2120;Amritsar;Punjab;Male;1;0;0;0;63;Completed secondary education;2;;;1;2;No;15;330;668250;227500;40000;Borewell in residence yard;LPG;Solar;500000;0
2121 1;2121;Amritsar;Punjab;Male;2;2;0;0;40;No formal education;2;;;1;1;No;5;80;158000;0;0;Borewell in residence yard;LPG;Solar;458000;0
2121 2;2121;Amritsar;Punjab;Male;8;0;0;0;67;Some primary education;2;;;1;1;Yes;4;120;300000;0;0;Borewell in residence yard;LPG;Solar;600000;0
2121 3;2121;Amritsar;Punjab;Male;2;1;1;1;35;Completed secondary education;2;;;1;1;No;6;132;264000;55000;6000;Pipeline outside own house;LPG;Solar;500000;0
2121 4;2121;Amritsar;Punjab;Male;5;2;0;0;58;Some primary education;2;;;1;1;Yes;4;104;209560;0;0;Borewell in residence yard;LPG;Solar;400000;0
2121 5;2121;Amritsar;Punjab;Male;0;0;0;0;74;Completed primary education;2;;;1;1;Don't know yet;1;25;49375;8000;2000;Borewell in residence yard;LPG;Solar;;0
2121 6;2121;Amritsar;Punjab;Male;2;2;7;0;60;No formal education;2;;;1;1;Yes;4;72;142300;0;0;Borewell in residence yard;LPG;Solar;650000;0
2121 7;2121;Amritsar;Punjab;Male;2;2;0;0;25;Completed university degree;2;;;1;1;No;5;110;220000;40000;5500;Pipeline outside own house;LPG;Solar;500000;0
2121 8;2121;Amritsar;Punjab;Male;0;0;0;0;35;Completed primary education;2;;;1;1;No;2;40;79000;18000;6000;Borewell in residence yard;LPG;Solar;;0
2121 9;2121;Amritsar;Punjab;Male;0;0;0;0;45;Completed primary education;2;;;1;1;Don't know yet;7;154;304150;56000;21000;Borewell in residence yard;LPG;Solar;;0
2121 10;2121;Amritsar;Punjab;Male;0;0;0;0;70;Completed primary education;2;;;1;1;No;10;200;395000;110000;60000;Borewell in residence yard;LPG;Solar;;0
2121 11;2121;Amritsar;Punjab;Male;2;2;2;0;58;Some secondary education;2;;;1;2;No;2;34;68510;20000;10000;Borewell in residence yard;LPG;Solar;;0
2121 12;2121;Amritsar;Punjab;Male;3;2;1;0;27;Completed secondary education;2;;;1;1;Yes;6;144;288000;36000;18000;Borewell in residence yard;LPG;Solar;;0
2121 13;2121;Amritsar;Punjab;Male;2;2;2;0;45;;2;;;1;1;Yes;6;132;260700;0;0;Borewell in residence yard;LPG;Solar;500000;0
2121 14;2121;Amritsar;Punjab;Male;0;0;0;0;30;Completed university degree;2;;;1;1;No;5;110;220000;65000;5000;Pipeline outside own house;LPG;Solar;980000;0
2121 15;2121;Amritsar;Punjab;Male;2;2;0;0;53;Completed primary education;2;;;1;1;Yes;2;44;87120;125000;6000;Borewell in residence yard;LPG;Solar;;0
2121 16;2121;Amritsar;Punjab;Male;2;2;0;0;29;Completed university degree;2;;;1;1;No;12;240;480000;115000;60000;Pipeline outside own house;LPG;Solar;900000;0
2121 17;2121;Amritsar;Punjab;Male;1;1;0;0;50;Completed primary education;2;;;1;1;Yes;4;88;176000;30000;4000;Pipeline outside own house;LPG;Solar;350000;0
2121 18;2121;Amritsar;Punjab;Male;2;1;0;0;53;Some secondary education;2;;;1;1;Yes;1;17;34255;9000;4000;Borewell in residence yard;LPG;Solar;350000;50
2121 19;2121;Amritsar;Punjab;Male;0;0;0;0;43;Completed primary education;2;;;1;1;Yes;6;132;260700;42000;18000;Borewell in residence yard;LPG;Solar;;0
2121 20;2121;Amritsar;Punjab;Male;1;2;0;0;62;Some secondary education;2;;;1;1;Yes;3;47;93060;30000;10000;Borewell in residence yard;LPG;Electricity;;30
2121 21;2121;Amritsar;Punjab;Male;2;3;0;0;40;Completed secondary education;2;;;1;2;No;10;230;454250;0;0;Borewell in residence yard;LPG;Solar;450000;0
2122 1;2122;Amritsar;Punjab;Male;9;4;2;0;70;Some primary education;2;;;1;1;Yes;2;32;63034;14000;7000;Borewell in residence yard;LPG;Solar;140000;0
2122 2;2122;Amritsar;Punjab;Male;3;3;0;0;65;Completed primary education;2;;;1;1;Yes;4;64;126400;60000;15000;Borewell in residence yard;LPG;Solar;280000;0
2122 3;2122;Amritsar;Punjab;Male;4;3;1;0;70;Completed primary education;2;;;1;1;Yes;3;21;40950;80000;20000;Borewell in residence yard;LPG;Solar;;0
2122 4;2122;Amritsar;Punjab;Male;0;0;0;0;48;Completed secondary education;2;;;1;1;No;12;276;546480;1966000;7500;Borewell in residence yard;LPG;Solar;;0
2122 5;2122;Amritsar;Punjab;Female;2;2;0;1;50;;2;;;2;;;1;9;17730;5000;4000;Borewell in residence yard;LPG;Solar;;0
2122 6;2122;Amritsar;Punjab;Male;0;0;0;0;70;;2;;;1;1;Yes;10;1000;396000;45000;10000;Borewell in residence yard;LPG;Solar;396000;0
2122 7;2122;Amritsar;Punjab;Male;2;2;2;1;57;No formal education;2;;;1;2;Don't know yet;15;190;376200;50000;5000;Borewell in residence yard;LPG;Solar;;0
2122 8;2122;Amritsar;Punjab;Male;0;0;0;0;56;;2;;;1;1;No;6;120;237600;50000;10000;Borewell in residence yard;LPG;Solar;;0
2122 9;2122;Amritsar;Punjab;Male;3;2;1;0;65;No formal education;2;;;2;;;4;64;121600;8000;4000;Borewell in residence yard;LPG;Solar;608000;0
2122 10;2122;Amritsar;Punjab;Male;2;3;0;0;42;Completed secondary education;2;;;1;1;No;2,5;37;73075;5000;0;Borewell in residence yard;LPG;Solar;73075;0
2122 11;2122;Amritsar;Punjab;Male;4;3;3;3;80;No formal education;2;;;2;;;2;24;36000;6000;4000;Borewell in residence yard;LPG;Solar;90000;0
2122 12;2122;Amritsar;Punjab;Male;0;0;0;0;78;Completed primary education;2;;;1;1;Yes;2;30;59400;17000;3000;Borewell in residence yard;LPG;Solar;116480;0
2122 13;2122;Amritsar;Punjab;Male;0;0;0;0;25;Some primary education;2;;;1;1;Yes;5;80;157600;10000;10000;Borewell in residence yard;LPG;Solar;340000;0
2122 14;2122;Amritsar;Punjab;Male;0;0;0;0;61;Some primary education;2;;;2;;;20;440;886600;400000;100000;Borewell in residence yard;LPG;Solar;;0
2122 15;2122;Amritsar;Punjab;Male;0;0;0;0;66;;2;;;1;1;Yes;3;60;118800;30000;7000;Borewell in residence yard;LPG;Solar;229470;0
2123 1;2123;Amritsar;Punjab;Male;2;2;1;1;50;Some secondary education;2;;;1;2;No;3;60;126900;32000;4000;Borewell in residence yard;Wood;Solar;250000;0,011857708
2123 2;2123;Amritsar;Punjab;Male;2;2;0;0;35;Completed primary education;2;;;2;;;1;18;36270;0;0;Borewell in residence yard;LPG;Solar;;
2123 3;2123;Amritsar;Punjab;Male;0;0;0;0;75;Completed primary education;2;;;1;1;No;3;66;139590;28000;4000;Borewell in residence yard;LPG;Solar;280000;0,01754386
2123 4;2123;Amritsar;Punjab;Male;3;3;0;0;35;Some secondary education;2;;;2;;;6;132;0;0;0;Borewell in residence yard;LPG;Solar;85000;0
2123 5;2123;Amritsar;Punjab;Female;2;0;0;0;45;No formal education;2;;;1;2;No;1;18;36250;0;0;Borewell in residence yard;Electricity;Solar;;0
2123 6;2123;Amritsar;Punjab;Male;1;1;2;1;30;Some secondary education;2;;;1;1;No;1;20;42300;8000;1000;Borewell in residence yard;LPG;Solar;80400;0,024271845
2123 7;2123;Amritsar;Punjab;Male;3;2;0;0;70;No formal education;2;;;2;;;1;16;32240;0;0;Borewell in residence yard;LPG;Solar;60000;0
2123 8;2123;Amritsar;Punjab;Male;2;1;0;5;45;Completed secondary education;2;;;2;;;2;40;160000;15000;5000;Borewell in residence yard;Wood;Solar;230000;0
2123 9;2123;Amritsar;Punjab;Male;2;2;0;0;60;No formal education;2;;;1;1;Yes;1,399999976;22;44330;0;0;Borewell in residence yard;LPG;Solar;75000;0
2123 10;2123;Amritsar;Punjab;Male;2;2;0;1;60;No formal education;2;;;1;2;Don't know yet;8;160;315200;80000;4000;Borewell in residence yard;Wood;Solar;1100000;0
2123 11;2123;Amritsar;Punjab;Male;2;2;2;1;45;Completed secondary education;2;;;2;;;26;520;102440;260000;130000;Borewell in residence yard;Wood;Solar;2000000;0
2123 12;2123;Amritsar;Punjab;Male;0;0;0;0;57;Some primary education;2;;;1;1;No;1;22;46500;8000;1000;Borewell in residence yard;LPG;Solar;79000;0,021065675
2123 13;2123;Amritsar;Punjab;Male;3;1;1;0;55;No formal education;2;;;1;2;No;3;66;150000;30000;10000;Borewell in residence yard;Wood;Solar;600000;0,25
2123 14;2123;Amritsar;Punjab;Male;1;1;1;1;50;No formal education;2;;;2;;;10;200;334000;70000;70000;Borewell in residence yard;Wood;Solar;700000;0
2123 15;2123;Amritsar;Punjab;Male;2;1;0;0;55;Completed secondary education;2;;;2;;;0,5;10;20000;2000;1000;Borewell in residence yard;Wood;Solar;100000;0
2123 16;2123;Amritsar;Punjab;Male;4;2;0;0;51;No formal education;2;;;1;2;No;7;154;310310;0;0;Borewell in residence yard;LPG;Solar;479578;0
2123 17;2123;Amritsar;Punjab;Male;3;2;2;0;66;Completed primary education;2;;;1;2;Yes;13;286;604890;136000;15000;Borewell in residence yard;LPG;Solar;1102800;0,002712968
2123 18;2123;Amritsar;Punjab;Male;5;5;7;3;50;Completed secondary education;2;;;1;1;No;18;360;761400;160000;15000;Borewell in residence yard;LPG;Solar;1700500;0,001585251
2123 19;2123;Amritsar;Punjab;Male;3;2;0;0;52;Completed secondary education;2;;;1;1;Don't know yet;4;80;160000;20000;15000;Borewell in residence yard;Wood;Solar;336000;0
2201 1;2201;Hoshiarpur;Punjab;Male;3;1;0;0;50;Some primary education;2;;;1;2;No;30;225;350000;0;0;Borewell in residence yard;Electricity;Solar;350000;0
2201 2;2201;Hoshiarpur;Punjab;Male;3;1;1;1;48;Completed secondary education;2;;;1;1;Don't know yet;6;132;260700;20000;15000;Borewell in residence yard;Wood;Solar;7500000;0
2201 3;2201;Hoshiarpur;Punjab;Male;0;0;0;0;53;Completed primary education;2;;;1;2;Don't know yet;15;200;325000;0;108000;Borewell in residence yard;LPG;Solar;;0
2201 4;2201;Hoshiarpur;Punjab;Male;2;1;2;1;22;Completed secondary education;2;;;1;1;Don't know yet;4;22;177320;20000;8000;Borewell in residence yard;LPG;Solar;70000;0
2201 5;2201;Hoshiarpur;Punjab;Male;2;1;0;0;20;Completed secondary education;2;;;1;1;Don't know yet;15;330;651750;45000;22500;Borewell in residence yard;LPG;Solar;1200000;0
2201 6;2201;Hoshiarpur;Punjab;Male;0;0;0;0;54;Some primary education;2;;;1;2;Don't know yet;2;24;48360;20000;4000;Borewell in residence yard;LPG;Solar;;0
2201 7;2201;Hoshiarpur;Punjab;Male;4;3;0;0;52;No formal education;2;;;2;;;2;32;49000;0;0;Borewell in residence yard;Electricity;Solar;30000;0
2201 8;2201;Hoshiarpur;Punjab;Male;1;1;0;0;23;Some primary education;2;;;2;;;6;96;160000;0;0;Borewell in residence yard;Electricity;Solar;200000;0
2201 9;2201;Hoshiarpur;Punjab;Male;0;0;0;0;30;Some primary education;2;;;1;2;Don't know yet;1;15;30225;9000;3000;Borewell in residence yard;Electricity;Solar;;0
2201 10;2201;Hoshiarpur;Punjab;Male;0;0;0;0;46;Some secondary education;2;;;1;2;Don't know yet;4;88;177320;20000;12000;Borewell in residence yard;LPG;Solar;500000;0
2201 11;2201;Hoshiarpur;Punjab;Male;2;1;0;0;60;Completed secondary education;2;;;1;1;Don't know yet;3;66;132990;24000;15000;Borewell in residence yard;LPG;Solar;300000;0
2201 12;2201;Hoshiarpur;Punjab;Male;1;1;0;0;75;No formal education;2;;;1;2;No;35;900000;0;0;0;Borewell in residence yard;Electricity;Solar;500000;0
2201 13;2201;Hoshiarpur;Punjab;Male;0;0;0;0;49;Some primary education;2;;;1;2;Don't know yet;2;32;63360;16000;3000;Borewell in residence yard;LPG;Solar;;0
2201 14;2201;Hoshiarpur;Punjab;Male;3;4;0;1;45;No formal education;2;;;2;;;8;120;207000;0;0;Borewell in residence yard;Electricity;Solar;250000;0
2201 15;2201;Hoshiarpur;Punjab;Male;0;0;0;0;70;Completed primary education;2;;;1;1;No;4;60;120900;36000;10000;Borewell in residence yard;LPG;Solar;;0
2201 16;2201;Hoshiarpur;Punjab;Male;2;2;0;0;65;No formal education;2;;;1;2;No;4;178000;0;0;0;Borewell in residence yard;Electricity;Solar;200000;0
2202 1;2202;Hoshiarpur;Punjab;Male;3;1;0;0;56;Some primary education;2;;;2;;;2;32;50000;0;0;Borewell in residence yard;Electricity;Solar;60000;0
2202 2;2202;Hoshiarpur;Punjab;Male;2;3;1;2;33;Completed secondary education;2;;;1;2;Yes;8;134;270010;640000;24000;Borewell in residence yard;LPG;Solar;;0
2202 3;2202;Hoshiarpur;Punjab;Male;1;4;0;0;53;No formal education;2;;;2;;;3;48;90000;0;0;Borewell in residence yard;Electricity;Solar;60000;0
2202 4;2202;Hoshiarpur;Punjab;Female;0;1;1;1;35;Completed secondary education;2;;;2;;;1,5;25;50370;5000;4000;Pipeline inside own house;Wood;Solar;100000;0
2202 5;2202;Hoshiarpur;Punjab;Male;3;1;0;0;55;Some secondary education;2;;;2;;;4;54;108810;32000;12000;Pipeline inside own house;LPG;Solar;;0
2202 6;2202;Hoshiarpur;Punjab;Male;3;2;0;0;95;No formal education;2;;;1;1;Yes;6,5;107;214000;455000;18000;Pipeline inside own house;LPG;Solar;;0
